"Time","{cpu=""total"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod09713d3a-6c58-453a-bc76-2438c05b2d9e"", instance=""192.168.49.2:10250"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", namespace=""default"", node=""minikube"", pod=""nginx-deployment-647677fc66-szwpr"", service=""prometheus-kube-prometheus-kubelet""}"
2025-03-17 21:12:40,0.00156
2025-03-17 21:13:00,0.00134
2025-03-17 21:13:20,0.00132
2025-03-17 21:13:40,0.00135
2025-03-17 21:14:00,0.00128
2025-03-17 21:14:20,0.00163
2025-03-17 21:14:40,0.00140
2025-03-17 21:15:00,0.00132
2025-03-17 21:15:20,0.000881
2025-03-17 21:15:40,0.00144
2025-03-17 21:16:00,0.00153
2025-03-17 21:16:20,0.000953
2025-03-17 21:16:40,0.00156
2025-03-17 21:17:00,0.00112
2025-03-17 21:17:20,0.00127
2025-03-17 21:17:40,0.00119
2025-03-17 21:18:00,0.00136
2025-03-17 21:18:20,0.00173
2025-03-17 21:18:40,0.00133
2025-03-17 21:19:00,0.00162
2025-03-17 21:19:20,0.00120
2025-03-17 21:19:40,0.00124
2025-03-17 21:20:00,0.000784
2025-03-17 21:20:20,0
2025-03-17 21:20:40,0
2025-03-17 21:21:00,0
2025-03-17 21:21:20,0
2025-03-17 21:21:40,0
2025-03-17 21:22:20,0
2025-03-17 21:24:00,0.0000655
2025-03-17 21:24:20,0
2025-03-17 21:24:40,0
2025-03-17 21:25:00,0.00107
2025-03-17 21:25:20,0.00131
2025-03-17 21:25:40,0.00149
