"Time","{cpu=""total"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod09713d3a-6c58-453a-bc76-2438c05b2d9e"", instance=""192.168.49.2:10250"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", namespace=""default"", node=""minikube"", pod=""nginx-deployment-647677fc66-szwpr"", service=""prometheus-kube-prometheus-kubelet""}"
2025-03-17 20:48:00,0.00162
2025-03-17 20:48:30,0.00190
2025-03-17 20:49:00,0.00100
2025-03-17 20:49:30,0.00146
2025-03-17 20:50:00,0.00134
2025-03-17 20:50:30,0.00128
2025-03-17 20:51:00,0.00124
2025-03-17 20:51:30,0.00118
2025-03-17 20:52:00,0.00151
2025-03-17 20:52:30,0.00125
2025-03-17 20:53:00,0.00158
2025-03-17 20:53:30,0.00128
2025-03-17 20:54:00,0.00106
2025-03-17 20:54:30,0.00137
2025-03-17 20:55:00,0.00111
2025-03-17 20:55:30,0.00113
2025-03-17 20:56:00,0.00156
2025-03-17 20:56:30,0.00144
2025-03-17 20:57:00,0.00110
2025-03-17 20:58:00,0.00117
2025-03-17 20:58:30,0.00150
2025-03-17 20:59:00,0
2025-03-17 21:00:00,0.0000324
2025-03-17 21:01:00,0
2025-03-17 21:01:30,0
2025-03-17 21:02:30,0.000921
2025-03-17 21:03:00,0.00125
2025-03-17 21:03:30,0.00123
2025-03-17 21:04:00,0.00134
2025-03-17 21:04:30,0.00117
2025-03-17 21:05:00,0.00119
2025-03-17 21:05:30,0.00128
2025-03-17 21:06:00,0.00127
2025-03-17 21:06:30,0.00147
2025-03-17 21:07:00,0.00144
2025-03-17 21:07:30,0.00123
2025-03-17 21:08:00,0.00149
2025-03-17 21:08:30,0.00148
2025-03-17 21:09:00,0.00121
2025-03-17 21:09:30,0.00119
2025-03-17 21:10:30,0.00134
2025-03-17 21:11:00,0.000958
2025-03-17 21:11:30,0.00164
2025-03-17 21:12:00,0.00140
2025-03-17 21:12:30,0.00145
2025-03-17 21:13:00,0.00134
2025-03-17 21:13:30,0.00145
2025-03-17 21:14:00,0.00128
2025-03-17 21:14:30,0.000970
2025-03-17 21:15:00,0.00132
2025-03-17 21:15:30,0.00139
2025-03-17 21:16:00,0.00153
2025-03-17 21:16:30,0.00117
2025-03-17 21:17:00,0.00112
2025-03-17 21:17:30,0.00150
2025-03-17 21:18:00,0.00136
2025-03-17 21:18:30,0.00133
