"Time","{__name__=""container_memory_usage_bytes"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod09713d3a-6c58-453a-bc76-2438c05b2d9e"", instance=""192.168.49.2:10250"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", namespace=""default"", node=""minikube"", pod=""nginx-deployment-647677fc66-szwpr"", service=""prometheus-kube-prometheus-kubelet""}"
2025-03-17 09:27:40,8982528
2025-03-17 09:28:00,8982528
2025-03-17 09:28:20,8982528
2025-03-17 09:28:40,8982528
2025-03-17 09:29:00,8982528
2025-03-17 09:29:20,8982528
2025-03-17 09:29:40,8982528
2025-03-17 09:30:00,8982528
2025-03-17 09:30:20,8982528
2025-03-17 09:30:40,8982528
2025-03-17 09:31:00,8982528
2025-03-17 09:31:20,8986624
2025-03-17 09:31:40,8990720
2025-03-17 09:32:00,8986624
2025-03-17 09:32:20,8986624
2025-03-17 09:32:40,8986624
2025-03-17 09:33:00,8986624
2025-03-17 09:33:20,8990720
2025-03-17 09:33:40,8986624
2025-03-17 09:34:00,8986624
2025-03-17 09:34:20,8990720
2025-03-17 09:34:40,8986624
2025-03-17 09:35:00,8986624
2025-03-17 09:35:20,8990720
2025-03-17 09:35:40,8986624
2025-03-17 09:36:00,8986624
2025-03-17 09:36:20,8986624
2025-03-17 09:36:40,8986624
2025-03-17 09:37:00,8986624
2025-03-17 09:37:20,8986624
2025-03-17 09:37:40,8986624
2025-03-17 09:38:00,8990720
2025-03-17 09:38:20,8986624
2025-03-17 09:38:40,8990720
2025-03-17 09:39:00,8986624
2025-03-17 09:39:20,8986624
2025-03-17 09:39:40,8986624
2025-03-17 09:40:00,8986624
2025-03-17 09:40:20,8990720
2025-03-17 09:40:40,8986624
2025-03-17 09:41:00,8986624
2025-03-17 09:41:20,8986624
2025-03-17 09:41:40,8986624
2025-03-17 09:42:00,8986624
2025-03-17 09:42:20,8986624
2025-03-17 09:42:40,8986624
2025-03-17 09:43:00,9117696
2025-03-17 09:43:20,8986624
2025-03-17 09:43:40,9117696
2025-03-17 09:44:00,8986624
2025-03-17 09:44:20,8990720
2025-03-17 09:44:40,8986624
2025-03-17 09:45:00,8990720
2025-03-17 09:45:20,8990720
2025-03-17 09:45:40,8986624
2025-03-17 09:46:00,8986624
2025-03-17 09:46:20,8986624
2025-03-17 09:46:40,8986624
2025-03-17 09:47:00,8986624
2025-03-17 09:47:20,8986624
2025-03-17 09:47:40,9117696
2025-03-17 09:48:00,8986624
2025-03-17 09:48:20,8986624
2025-03-17 09:48:40,8990720
2025-03-17 09:49:00,8986624
2025-03-17 09:49:20,8986624
2025-03-17 09:49:40,8986624
2025-03-17 09:50:00,8986624
2025-03-17 09:50:20,8986624
2025-03-17 09:50:40,8986624
2025-03-17 09:51:00,8982528
2025-03-17 09:51:20,8982528
2025-03-17 09:51:40,8986624
2025-03-17 09:52:00,8986624
2025-03-17 09:52:20,8986624
2025-03-17 09:52:40,8986624
2025-03-17 09:53:00,8986624
2025-03-17 09:53:20,8986624
2025-03-17 09:53:40,8986624
2025-03-17 09:54:00,8986624
2025-03-17 09:54:20,8990720
2025-03-17 09:54:40,8986624
2025-03-17 09:55:00,8990720
2025-03-17 09:55:20,8986624
2025-03-17 09:55:40,8986624
2025-03-17 09:56:00,8986624
2025-03-17 09:56:20,8986624
2025-03-17 09:56:40,8986624
2025-03-17 09:57:00,8986624
2025-03-17 09:57:20,8986624
2025-03-17 09:57:40,8986624
2025-03-17 09:58:00,8986624
2025-03-17 09:58:20,8986624
2025-03-17 09:58:40,8978432
2025-03-17 09:59:00,8978432
2025-03-17 09:59:20,8978432
2025-03-17 09:59:40,8978432
2025-03-17 10:00:00,8978432
2025-03-17 10:00:20,8978432
2025-03-17 10:00:40,8978432
2025-03-17 10:01:00,8978432
2025-03-17 10:01:20,8982528
2025-03-17 10:01:40,8982528
2025-03-17 10:02:00,8990720
2025-03-17 10:02:20,8990720
2025-03-17 10:02:40,8986624
2025-03-17 10:03:00,8986624
2025-03-17 10:03:20,8986624
